Lat,Lon,Title,Continent,Country or area,City,X.1,Statistical concept,2000,2000_tooltip,2016,2016_tooltip,2030,2000-2016,2016-2030,Total population,Urban population,category
-37.81,144.96,null,Australia,Australia,Melbourne,"Australia, Melbourne",Metropolitan area,3461,3.5 million,4258,4.3 million,5071,1.3,1.2,17.6,19.6,between 0 and 2.5
-36.87,174.77,null,Australia,New Zealand,Auckland,"New Zealand, Auckland",Urban Agglomeration,1063,1.1 million,1360,1.4 million,1574,1.5,1,29.3,34,between 0 and 2.5
-34.93,138.6,null,Australia,Australia,Adelaide,"Australia, Adelaide",Metropolitan area,1142,1.1 million,1265,1.3 million,1505,0.6,1.2,5.2,5.8,between 0 and 2.5
-34.83,-56.17,null,South America,Uruguay,Montevideo,"Uruguay, Montevideo",Metropolitan area,1600,1.6 million,1716,1.7 million,1860,0.4,0.6,49.9,52.2,between 0 and 2.5
-34.61,-58.4,null,South America,Argentina,Buenos Aires,"Argentina, Buenos Aires",Urban Agglomeration,12407,12.4 million,15334,15.3 million,16956,1.3,0.7,36.1,39.3,between 0 and 2.5
-33.93,18.42,null,Africa,South Africa,Cape Town,"South Africa, Cape Town",Urban Agglomeration,2715,2.7 million,3698,3.7 million,4322,1.9,1.1,6.9,10.5,between 0 and 2.5
-33.92,25.57,null,Africa,South Africa,Port Elizabeth,"South Africa, Port Elizabeth",Metropolitan area,958,1.0 million,1186,1.2 million,1390,1.3,1.1,2.2,3.4,between 0 and 2.5
-33.87,151.21,null,Australia,Australia,Sydney,"Australia, Sydney",Metropolitan area,4052,4.1 million,4540,4.5 million,5301,0.7,1.1,18.7,20.9,between 0 and 2.5
-33.46,-70.65,null,South America,Chile,Santiago,"Chile, Santiago",Urban Agglomeration,5658,5.7 million,6544,6.5 million,7122,0.9,0.6,36.2,40.4,between 0 and 2.5
-32.95,-60.64,null,South America,Argentina,Rosario,"Argentina, Rosario",Urban Agglomeration,1152,1.2 million,1395,1.4 million,1607,1.2,1,3.3,3.6,between 0 and 2.5
-32.89,-68.83,null,South America,Argentina,Mendoza,"Argentina, Mendoza",Urban Agglomeration,838,0.8 million,1020,1.0 million,1181,1.2,1,2.4,2.6,between 0 and 2.5
-31.95,115.85,null,Australia,Australia,Perth,"Australia, Perth",Metropolitan area,1432,1.4 million,1896,1.9 million,2329,1.8,1.5,7.8,8.7,between 0 and 2.5
-31.41,-64.18,null,South America,Argentina,Córdoba,"Argentina, Córdoba",Urban Agglomeration,1348,1.3 million,1519,1.5 million,1718,0.7,0.9,3.6,3.9,between 0 and 2.5
-30.03,-51.23,null,South America,Brazil,Pôrto Alegre,"Brazil, Pôrto Alegre",Metropolitan area,3216,3.2 million,3621,3.6 million,4028,0.7,0.8,1.8,2.1,between 0 and 2.5
-29.86,31.03,null,Africa,South Africa,Durban,"South Africa, Durban",Urban Agglomeration,2370,2.4 million,2914,2.9 million,3349,1.3,1,5.4,8.3,between 0 and 2.5
-27.6,-48.55,null,South America,Brazil,Florianópolis,"Brazil, Florianópolis",Metropolitan area,734,0.7 million,1212,1.2 million,1481,3.1,1.4,0.6,0.7,between 2.5 and 5
-27.47,153.03,null,Australia,Australia,Brisbane,"Australia, Brisbane",Metropolitan area,1666,1.7 million,2238,2.2 million,2721,1.8,1.4,9.2,10.3,between 0 and 2.5
-26.67,27.93,null,Africa,South Africa,Vereeniging,"South Africa, Vereeniging",Urban Agglomeration,897,0.9 million,1164,1.2 million,1370,1.6,1.2,2.2,3.3,between 0 and 2.5
-26.3,-48.85,null,South America,Brazil,Joinville,"Brazil, Joinville",Metropolitan area,923,0.9 million,1237,1.2 million,1450,1.8,1.1,0.6,0.7,between 0 and 2.5
-26.2,28.04,null,Africa,South Africa,Johannesburg,"South Africa, Johannesburg",Metropolitan area,5605,5.6 million,9616,9.6 million,11573,3.4,1.3,17.9,27.4,between 2.5 and 5
-25.97,32.59,null,Africa,Mozambique,Maputo,"Mozambique, Maputo",Urban Agglomeration,1019,1.0 million,1203,1.2 million,1893,1,3.2,4.3,13.3,between 0 and 2.5
-25.74,28.19,null,Africa,South Africa,Pretoria,"South Africa, Pretoria",Urban Agglomeration,1084,1.1 million,2125,2.1 million,2701,4.2,1.7,3.9,6,between 2.5 and 5
-25.43,-49.27,null,South America,Brazil,Curitiba,"Brazil, Curitiba",Metropolitan area,2494,2.5 million,3537,3.5 million,4116,2.2,1.1,1.7,2,between 0 and 2.5
-25.3,-57.64,null,South America,Paraguay,Asunción,"Paraguay, Asunción",Urban Agglomeration,1499,1.5 million,2406,2.4 million,3135,3,1.9,33.7,56.2,between 2.5 and 5
-23.96,-46.33,null,South America,Brazil,Baixada Santista,"Brazil, Baixada Santista",Urban Agglomeration,1309,1.3 million,1551,1.6 million,1769,1.1,0.9,0.8,0.9,between 0 and 2.5
-23.55,-46.64,null,South America,Brazil,São Paulo,"Brazil, São Paulo",Metropolitan area,17014,17.0 million,21297,21.3 million,23444,1.4,0.7,10.4,12.1,between 0 and 2.5
-22.91,-47.07,null,South America,Brazil,Campinas,"Brazil, Campinas",Metropolitan area,2332,2.3 million,3091,3.1 million,3560,1.8,1,1.5,1.8,between 0 and 2.5
-22.9,-43.21,null,South America,Brazil,Rio de Janeiro,"Brazil, Rio de Janeiro",Metropolitan area,11307,11.3 million,12981,13.0 million,14174,0.9,0.6,6.3,7.4,between 0 and 2.5
-20.31,-40.31,null,South America,Brazil,Grande Vitória,"Brazil, Grande Vitória",Urban Agglomeration,1314,1.3 million,1655,1.7 million,1908,1.4,1,0.8,0.9,between 0 and 2.5
-19.92,-43.94,null,South America,Brazil,Belo Horizonte,"Brazil, Belo Horizonte",Metropolitan area,4807,4.8 million,5766,5.8 million,6439,1.1,0.8,2.8,3.3,between 0 and 2.5
-18.91,47.54,null,Africa,Madagascar,Antananarivo,"Madagascar, Antananarivo",Urban Agglomeration,1361,1.4 million,2739,2.7 million,5073,4.4,4.4,11,30.8,between 2.5 and 5
-17.83,31.05,null,Africa,Zimbabwe,Harare,"Zimbabwe, Harare",City Proper,1379,1.4 million,1511,1.5 million,2048,0.6,2.2,9.8,30.2,between 0 and 2.5
-17.8,-63.17,null,South America,Bolivia (Plurinational State of),Santa Cruz,"Bolivia (Plurinational State of), Santa Cruz",City Proper,1054,1.1 million,2181,2.2 million,2989,4.5,2.3,19.5,28.3,between 2.5 and 5
-17.39,-66.16,null,South America,Bolivia (Plurinational State of),Cochabamba,"Bolivia (Plurinational State of), Cochabamba",Metropolitan area,721,0.7 million,1273,1.3 million,1703,3.6,2.1,11.4,16.5,between 2.5 and 5
-16.68,-49.25,null,South America,Brazil,Goiânia,"Brazil, Goiânia",Metropolitan area,1635,1.6 million,2327,2.3 million,2730,2.2,1.1,1.1,1.3,between 0 and 2.5
-16.5,-68.15,null,South America,Bolivia (Plurinational State of),La Paz,"Bolivia (Plurinational State of), La Paz",Urban Agglomeration,1390,1.4 million,1834,1.8 million,2308,1.7,1.6,16.4,23.8,between 0 and 2.5
-15.78,-47.93,null,South America,Brazil,Brasília,"Brazil, Brasília",Metropolitan area,2932,2.9 million,4235,4.2 million,4929,2.3,1.1,2.1,2.4,between 0 and 2.5
-15.41,28.28,null,Africa,Zambia,Lusaka,"Zambia, Lusaka",Urban Agglomeration,1073,1.1 million,2285,2.3 million,4365,4.7,4.6,14.3,34.4,between 2.5 and 5
-12.97,-38.51,null,South America,Brazil,Salvador,"Brazil, Salvador",Metropolitan area,2891,2.9 million,3623,3.6 million,4115,1.4,0.9,1.8,2.1,between 0 and 2.5
-12.78,15.74,null,Africa,Angola,Huambo,"Angola, Huambo",Urban Agglomeration,578,0.6 million,1337,1.3 million,2537,5.2,4.6,5.7,12.7,5 or more
-12.04,-77.03,null,South America,Peru,Lima,"Peru, Lima",Metropolitan area,7294,7.3 million,10072,10.1 million,12221,2,1.4,31.9,40.4,between 0 and 2.5
-11.66,27.48,null,Africa,Dem. Republic of the Congo,Lubumbashi,"Dem. Republic of the Congo, Lubumbashi",City Proper,1089,1.1 million,2097,2.1 million,3489,4.1,3.6,2.9,6.7,between 2.5 and 5
-9.67,-35.74,null,South America,Brazil,Maceió,"Brazil, Maceió",Metropolitan area,952,1.0 million,1286,1.3 million,1508,1.9,1.1,0.6,0.7,between 0 and 2.5
-8.84,13.23,null,Africa,Angola,Luanda,"Angola, Luanda",Urban Agglomeration,2591,2.6 million,5737,5.7 million,10429,5,4.3,24.4,54.4,5 or more
-8.65,115.22,null,Asia,Indonesia,Denpasar,"Indonesia, Denpasar",City Proper,409,0.4 million,1177,1.2 million,1870,6.6,3.3,0.5,0.8,5 or more
-8.05,-34.88,null,South America,Brazil,Recife,"Brazil, Recife",Metropolitan area,3205,3.2 million,3767,3.8 million,4222,1,0.8,1.8,2.1,between 0 and 2.5
-7.29,112.74,null,Asia,Indonesia,Surabaya,"Indonesia, Surabaya",City Proper,2611,2.6 million,2878,2.9 million,3760,0.6,1.9,1.1,2,between 0 and 2.5
-7.12,-34.86,null,South America,Brazil,João Pessoa,"Brazil, João Pessoa",Urban Agglomeration,842,0.8 million,1109,1.1 million,1298,1.7,1.1,0.5,0.6,between 0 and 2.5
-6.99,110.42,null,Asia,Indonesia,Semarang,"Indonesia, Semarang",City Proper,1427,1.4 million,1648,1.6 million,2188,0.9,2,0.6,1.2,between 0 and 2.5
-6.92,107.61,null,Asia,Indonesia,Bandung,"Indonesia, Bandung",City Proper,2138,2.1 million,2578,2.6 million,3433,1.2,2,1,1.8,between 0 and 2.5
-6.82,39.27,null,Africa,United Republic of Tanzania,Dar es Salaam,"United Republic of Tanzania, Dar es Salaam",Urban Agglomeration,2272,2.3 million,5409,5.4 million,10760,5.4,4.9,10,31.1,5 or more
-6.61,106.8,null,Asia,Indonesia,Bogor,"Indonesia, Bogor",City Proper,751,0.8 million,1102,1.1 million,1541,2.4,2.4,0.4,0.8,between 0 and 2.5
-6.21,106.84,null,Asia,Indonesia,Jakarta,"Indonesia, Jakarta",City Proper,8390,8.4 million,10483,10.5 million,13812,1.4,2,4.1,7.4,between 0 and 2.5
-6.15,23.6,null,Africa,Dem. Republic of the Congo,Mbuji-Mayi,"Dem. Republic of the Congo, Mbuji-Mayi",City Proper,1011,1.0 million,2097,2.1 million,3541,4.6,3.7,2.9,6.7,between 2.5 and 5
-5.9,22.42,null,Africa,Dem. Republic of the Congo,Kananga,"Dem. Republic of the Congo, Kananga",City Proper,604,0.6 million,1219,1.2 million,2053,4.4,3.7,1.7,3.9,between 2.5 and 5
-5.8,-35.21,null,South America,Brazil,Natal,"Brazil, Natal",Urban Agglomeration,860,0.9 million,1186,1.2 million,1399,2,1.2,0.6,0.7,between 0 and 2.5
-5.14,119.42,null,Asia,Indonesia,Makassar (Ujung Pandang),"Indonesia, Makassar (Ujung Pandang)",City Proper,1077,1.1 million,1522,1.5 million,2104,2.2,2.3,0.6,1.1,between 0 and 2.5
-4.33,15.31,null,Africa,Dem. Republic of the Congo,Kinshasa,"Dem. Republic of the Congo, Kinshasa",Urban Agglomeration,6140,6.1 million,12071,12.1 million,19996,4.2,3.6,16.5,38.4,between 2.5 and 5
-4.27,15.28,null,Africa,Congo,Brazzaville,"Congo, Brazzaville",City Proper,1022,1.0 million,1949,1.9 million,2979,4,3,40.7,61.9,between 2.5 and 5
-4.05,39.66,null,Africa,Kenya,Mombasa,"Kenya, Mombasa",City Proper,683,0.7 million,1141,1.1 million,1973,3.2,3.9,2.4,9.1,between 2.5 and 5
-3.74,-38.54,null,South America,Brazil,Fortaleza,"Brazil, Fortaleza",Metropolitan area,2875,2.9 million,3944,3.9 million,4551,2,1,1.9,2.2,between 0 and 2.5
-3.1,-60.03,null,South America,Brazil,Manaus,"Brazil, Manaus",City Proper,1392,1.4 million,2069,2.1 million,2454,2.5,1.2,1,1.2,between 2.5 and 5
-2.92,104.75,null,Asia,Indonesia,Palembang,"Indonesia, Palembang",City Proper,1459,1.5 million,1460,1.5 million,1888,0,1.8,0.6,1,negative
-2.54,-44.28,null,South America,Brazil,Grande São Luís,"Brazil, Grande São Luís",Urban Agglomeration,1064,1.1 million,1460,1.5 million,1714,2,1.1,0.7,0.8,between 0 and 2.5
-2.17,-79.9,null,South America,Ecuador,Guayaquil,"Ecuador, Guayaquil",Urban Agglomeration,2077,2.1 million,2756,2.8 million,3493,1.8,1.7,16.7,26.2,between 0 and 2.5
-1.95,30.06,null,Africa,Rwanda,Kigali,"Rwanda, Kigali",Urban Agglomeration,578,0.6 million,1293,1.3 million,2268,5,4,10.1,34,5 or more
-1.46,-48.48,null,South America,Brazil,Belém,"Brazil, Belém",Metropolitan area,1724,1.7 million,2209,2.2 million,2540,1.5,1,1.1,1.3,between 0 and 2.5
-1.28,36.82,null,Africa,Kenya,Nairobi,"Kenya, Nairobi",City Proper,2214,2.2 million,4070,4.1 million,7140,3.8,4,8.5,32.6,between 2.5 and 5
-0.23,-78.52,null,South America,Ecuador,Quito,"Ecuador, Quito",City Proper,1357,1.4 million,1754,1.8 million,2228,1.6,1.7,10.7,16.6,between 0 and 2.5
0.32,32.58,null,Africa,Uganda,Kampala,"Uganda, Kampala",Urban Agglomeration,1097,1.1 million,2012,2.0 million,3939,3.8,4.8,4.9,29.5,between 2.5 and 5
0.52,25.2,null,Africa,Dem. Republic of the Congo,Kisangani,"Dem. Republic of the Congo, Kisangani",City Proper,586,0.6 million,1079,1.1 million,1786,3.8,3.6,1.5,3.4,between 2.5 and 5
0.53,101.45,null,Asia,Indonesia,Pekan Baru,"Indonesia, Pekan Baru",City Proper,588,0.6 million,1168,1.2 million,1731,4.3,2.8,0.5,0.8,between 2.5 and 5
1.12,104.03,null,Asia,Indonesia,Batam,"Indonesia, Batam",City Proper,415,0.4 million,1498,1.5 million,2486,8,3.6,0.6,1.1,5 or more
1.29,103.85,null,Asia,Singapore,Singapore,"Singapore, Singapore",Urban Agglomeration,3918,3.9 million,5717,5.7 million,6578,2.4,1,100,100,between 0 and 2.5
2.04,45.34,null,Africa,Somalia,Muqdisho (Mogadishu),"Somalia, Muqdisho (Mogadishu)",Urban Agglomeration,1201,1.2 million,2265,2.3 million,4176,4,4.4,19.8,49.4,between 2.5 and 5
3.14,101.69,null,Asia,Malaysia,Kuala Lumpur,"Malaysia, Kuala Lumpur",Metropolitan area,4176,4.2 million,7047,7.0 million,9423,3.3,2.1,22.7,30.1,between 2.5 and 5
3.44,-76.52,null,South America,Colombia,Cali,"Colombia, Cali",Urban Agglomeration,1950,2.0 million,2682,2.7 million,3203,2,1.3,5.4,7,between 0 and 2.5
3.58,98.67,null,Asia,Indonesia,Medan,"Indonesia, Medan",City Proper,1912,1.9 million,2230,2.2 million,2955,1,2,0.9,1.6,between 0 and 2.5
3.87,11.52,null,Africa,Cameroon,Yaoundé,"Cameroon, Yaoundé",Urban Agglomeration,1351,1.4 million,3204,3.2 million,5158,5.4,3.4,13.4,24.3,5 or more
4.05,9.7,null,Africa,Cameroon,Douala,"Cameroon, Douala",Urban Agglomeration,1490,1.5 million,3051,3.1 million,4774,4.5,3.2,12.7,23.2,between 2.5 and 5
4.61,-74.08,null,South America,Colombia,Bogotá,"Colombia, Bogotá",Urban Agglomeration,6356,6.4 million,9968,10.0 million,11966,2.8,1.3,19.9,25.9,between 2.5 and 5
4.78,7.01,null,Africa,Nigeria,Harcourt,"Nigeria, Harcourt",Urban Agglomeration,1091,1.1 million,2465,2.5 million,4562,5.1,4.4,1.3,2.7,5 or more
5.35,-4.03,null,Africa,Côte d’Ivoire,Abidjan,"Côte d’Ivoire, Abidjan",Urban Agglomeration,3028,3.0 million,5020,5.0 million,7773,3.2,3.1,23,42,between 2.5 and 5
5.56,-0.2,null,Africa,Ghana,Accra,"Ghana, Accra",Metropolitan area,1668,1.7 million,2316,2.3 million,3262,2,2.4,8.4,15.4,between 0 and 2.5
6.15,6.79,null,Africa,Nigeria,Onitsha,"Nigeria, Onitsha",Urban Agglomeration,533,0.5 million,1165,1.2 million,2147,4.9,4.4,0.6,1.3,between 2.5 and 5
6.25,-75.56,null,South America,Colombia,Medellín,"Colombia, Medellín",Metropolitan area,2724,2.7 million,3972,4.0 million,4747,2.4,1.3,7.9,10.3,between 0 and 2.5
6.3,-10.8,null,Africa,Liberia,Monrovia,"Liberia, Monrovia",Urban Agglomeration,836,0.8 million,1305,1.3 million,2032,2.8,3.2,28.3,56.5,between 2.5 and 5
6.34,5.63,null,Africa,Nigeria,Benin City,"Nigeria, Benin City",Urban Agglomeration,975,1.0 million,1543,1.5 million,2667,2.9,3.9,0.8,1.7,between 2.5 and 5
6.45,3.4,null,Africa,Nigeria,Lagos,"Nigeria, Lagos",Urban Agglomeration,7281,7.3 million,13661,13.7 million,24239,3.9,4.1,7.2,14.9,between 2.5 and 5
6.69,-1.62,null,Africa,Ghana,Kumasi,"Ghana, Kumasi",Metropolitan area,1187,1.2 million,2718,2.7 million,4215,5.2,3.1,9.9,18.1,5 or more
7.07,125.61,null,Asia,Philippines,Davao City,"Philippines, Davao City",City Proper,1152,1.2 million,1662,1.7 million,2216,2.3,2.1,1.6,3.6,between 0 and 2.5
7.13,-73.12,null,South America,Colombia,Bucaramanga,"Colombia, Bucaramanga",Urban Agglomeration,855,0.9 million,1235,1.2 million,1507,2.3,1.4,2.5,3.2,between 0 and 2.5
7.39,3.9,null,Africa,Nigeria,Ibadan,"Nigeria, Ibadan",Urban Agglomeration,2236,2.2 million,3243,3.2 million,5499,2.3,3.8,1.7,3.5,between 0 and 2.5
8.48,-13.23,null,Africa,Sierra Leone,Freetown,"Sierra Leone, Freetown",City Proper,690,0.7 million,1029,1.0 million,1470,2.5,2.5,16,39.7,between 2.5 and 5
8.51,76.96,null,Asia,India,Thiruvananthapuram,"India, Thiruvananthapuram",Urban Agglomeration,1153,1.2 million,2029,2.0 million,2878,3.5,2.5,0.2,0.5,between 2.5 and 5
8.88,76.59,null,Asia,India,Kollam,"India, Kollam",Urban Agglomeration,611,0.6 million,1482,1.5 million,2246,5.5,3,0.1,0.3,5 or more
9,-79.52,null,North America,Panama,Ciudad de Panamá (Panama City),"Panama, Ciudad de Panamá (Panama City)",Urban Agglomeration,1216,1.2 million,1708,1.7 million,2221,2.1,1.9,42.2,63.1,between 0 and 2.5
9.02,38.75,null,Africa,Ethiopia,Addis Ababa,"Ethiopia, Addis Ababa",City Proper,2377,2.4 million,3316,3.3 million,5851,2.1,4.1,3.3,16.4,between 0 and 2.5
9.06,7.49,null,Africa,Nigeria,Abuja,"Nigeria, Abuja",Urban Agglomeration,833,0.8 million,2586,2.6 million,4913,7.1,4.6,1.4,2.8,5 or more
9.57,-13.65,null,Africa,Guinea,Conakry,"Guinea, Conakry",Urban Agglomeration,1221,1.2 million,1989,2.0 million,3134,3,3.2,15.7,41.7,between 2.5 and 5
9.93,-84.08,null,North America,Costa Rica,San José,"Costa Rica, San José",Urban Agglomeration,1032,1.0 million,1183,1.2 million,1501,0.9,1.7,23.4,30.1,between 0 and 2.5
9.93,76.26,null,Asia,India,Kochi (Cochin),"India, Kochi (Cochin)",Urban Agglomeration,1523,1.5 million,2484,2.5 million,3465,3.1,2.4,0.2,0.6,between 2.5 and 5
9.93,78.12,null,Asia,India,Madurai,"India, Madurai",Urban Agglomeration,1187,1.2 million,1623,1.6 million,2201,2,2.2,0.1,0.4,between 0 and 2.5
10.03,105.78,null,Asia,Vietnam,Can Tho,"Vietnam, Can Tho",City Proper,439,0.4 million,1242,1.2 million,1902,6.5,3,1.3,3.9,5 or more
10.07,-69.32,null,South America,Venezuela (Bolivarian Republic of),Barquisimeto,"Venezuela (Bolivarian Republic of), Barquisimeto",Metropolitan area,946,0.9 million,1044,1.0 million,1228,0.6,1.2,3.3,3.7,between 0 and 2.5
10.16,-68.01,null,South America,Venezuela (Bolivarian Republic of),Valencia,"Venezuela (Bolivarian Republic of), Valencia",Metropolitan area,1392,1.4 million,1757,1.8 million,2107,1.5,1.3,5.5,6.2,between 0 and 2.5
10.25,-67.6,null,South America,Venezuela (Bolivarian Republic of),Maracay,"Venezuela (Bolivarian Republic of), Maracay",Metropolitan area,898,0.9 million,1186,1.2 million,1450,1.7,1.4,3.7,4.2,between 0 and 2.5
10.4,-75.51,null,South America,Colombia,Cartagena,"Colombia, Cartagena",City Proper,737,0.7 million,1113,1.1 million,1372,2.6,1.5,2.2,2.9,between 2.5 and 5
10.49,-66.88,null,South America,Venezuela (Bolivarian Republic of),Caracas,"Venezuela (Bolivarian Republic of), Caracas",Metropolitan area,2864,2.9 million,2923,2.9 million,3347,0.1,1,9.2,10.3,between 0 and 2.5
10.52,76.22,null,Asia,India,Thrissur,"India, Thrissur",Urban Agglomeration,1050,1.1 million,2443,2.4 million,3651,5.3,2.9,0.2,0.6,5 or more
10.52,7.44,null,Africa,Nigeria,Kaduna,"Nigeria, Kaduna",City Proper,881,0.9 million,1064,1.1 million,1748,1.2,3.5,0.6,1.2,between 0 and 2.5
10.63,-71.64,null,South America,Venezuela (Bolivarian Republic of),Maracaibo,"Venezuela (Bolivarian Republic of), Maracaibo",Metropolitan area,1724,1.7 million,2229,2.2 million,2677,1.6,1.3,7,7.9,between 0 and 2.5
10.75,106.67,null,Asia,Vietnam,Thành Pho Ho Chí Minh (Ho Chi Minh City),"Vietnam, Thành Pho Ho Chí Minh (Ho Chi Minh City)",Urban Agglomeration,4389,4.4 million,7498,7.5 million,10200,3.3,2.2,8,23.3,between 2.5 and 5
10.81,78.69,null,Asia,India,Tiruchirappalli,"India, Tiruchirappalli",Urban Agglomeration,837,0.8 million,1125,1.1 million,1525,1.8,2.2,0.1,0.3,between 0 and 2.5
10.96,-74.8,null,South America,Colombia,Barranquilla,"Colombia, Barranquilla",Metropolitan area,1531,1.5 million,2009,2.0 million,2370,1.7,1.2,4,5.2,between 0 and 2.5
10.99,76.96,null,Asia,India,Coimbatore,"India, Coimbatore",Urban Agglomeration,1420,1.4 million,2641,2.6 million,3782,3.9,2.6,0.2,0.6,between 2.5 and 5
11.07,76.07,null,Asia,India,Malappuram,"India, Malappuram",Urban Agglomeration,875,0.9 million,2342,2.3 million,3600,6.2,3.1,0.2,0.5,5 or more
11.12,77.35,null,Asia,India,Tiruppur,"India, Tiruppur",Urban Agglomeration,523,0.5 million,1295,1.3 million,1974,5.7,3,0.1,0.3,5 or more
11.26,75.78,null,Asia,India,Kozhikode (Calicut),"India, Kozhikode (Calicut)",Urban Agglomeration,1237,1.2 million,2582,2.6 million,3776,4.6,2.7,0.2,0.6,between 2.5 and 5
11.56,104.92,null,Asia,Cambodia,Phnum Pénh (Phnom Penh),"Cambodia, Phnum Pénh (Phnom Penh)",Urban Agglomeration,1149,1.1 million,1779,1.8 million,2584,2.7,2.7,11.2,53.3,between 2.5 and 5
11.65,78.17,null,Asia,India,Salem,"India, Salem",Urban Agglomeration,736,0.7 million,1022,1.0 million,1394,2.1,2.2,0.1,0.2,between 0 and 2.5
11.87,75.37,null,Asia,India,Kannur,"India, Kannur",Urban Agglomeration,837,0.8 million,2278,2.3 million,3513,6.3,3.1,0.2,0.5,5 or more
12,8.52,null,Africa,Nigeria,Kano,"Nigeria, Kano",Urban Agglomeration,2602,2.6 million,3676,3.7 million,6198,2.2,3.7,1.9,4,between 0 and 2.5
12.11,15.04,null,Africa,Chad,N’Djaména,"Chad, N’Djaména",City Proper,703,0.7 million,1310,1.3 million,2347,3.9,4.2,9.4,41.3,between 2.5 and 5
12.3,76.64,null,Asia,India,Mysore,"India, Mysore",Urban Agglomeration,776,0.8 million,1105,1.1 million,1515,2.2,2.3,0.1,0.3,between 0 and 2.5
